Unnamed: 0,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,rank,risk_type
23185,399dd1934ce8567f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
23392,3a2b430f973a56bf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
23402,3a2ef3106e135174,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
23639,3ad2e42065dc5ce1,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,0,collision_only
23707,3af9c4278e835280,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24027,3bca8890ac2656bf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24063,3be7c686243f5bb8,True,0.5,1.0,0.4791612672376612,0.0,1.0,1.0,0.1831585973411794,0,collision_only
24151,3c1cd1e366d1583d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
24164,3c2497777c1859cf,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
24182,3c2f50f38d9f5980,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24364,3ca3da81f3b5538b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24403,3cbdbea517a7564a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
24595,3d372b0ecb32575a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24604,3d3b17caebe25f80,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24698,3d76286269775f49,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24751,3d95c916305259f7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24821,3dbe4ee2082c57d0,True,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0,collision_only
24830,3dc4cd734bd3549e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24860,3dd6906e67e95645,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
24894,3de73787a3245b83,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24952,3e0a1a9218445e57,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
24977,3e1bb06984755791,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
24987,3e206d31e9db58e3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
25300,3eee94553d805960,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
25931,408d9e6a65405802,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
26006,40b36d9f0dc45b29,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
26347,41880b9b2b1c5a61,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
26451,41c5c89659ab5019,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
26779,4295bf81264d58f8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
26936,42fc737b181f5b38,True,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1,both
26943,430349bcb1a25d96,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
27118,4374ffa4e466524a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27130,437e7aa96ae951c9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27319,43f5284f6d1a5e81,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27393,442d9f2f16f75c1c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
27580,449a54c85e025a4d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
27648,44c4a6ddb2645feb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
27683,44d86aad4e23556e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27687,44dc5806c4d651a0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27751,4508d738818e5e20,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,drivable_only
27811,452920c0479a5c19,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
27822,4534b77c987f5e09,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
27832,453baa43a8c9516e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28109,45f163cfafcc5484,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28235,464231eb1cfc5bfb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
28499,46ea2f2aee14535d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28531,4703c4e14c265696,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28566,471afe6ff717515d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
28713,4780e94b639c59da,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28739,4793bdc6561b5eab,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28851,47dfc60b6e3a5dc2,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28870,47ee386a31e65342,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28931,48160fb59f2c5f0d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
28975,48366562c06453db,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
29064,487fdb15bdb25ba3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29070,4883743c7acc555e,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29106,489653fefb565d44,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29192,48d569a8a11c5fda,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
29219,48e68c9f31715b26,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
29282,490df68fa26752da,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29323,4928802ac51c52fb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29523,49b408038b445768,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
29797,4a61ec13c90b505c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
29804,4a6671190875522e,True,0.5,1.0,0.4410393320259754,0.0,1.0,1.0,0.1752165275054115,1,collision_only
29839,4a820e797aaf5a96,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
29868,4a96ec239f015a22,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
30002,4aee71274a115ea7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
30017,4af90c9a28435d04,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
30291,4ba7f5143cec5a1d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
30306,4bb1c0825e58573d,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
30377,4bde839edd7c5214,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
30448,4c087005155a580a,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
30713,4ca968ae759359b8,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
30715,4ca9b1657fd65acb,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
30738,4cb936b62644508d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31006,4d6608189ed25ba1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31054,4d82758009435878,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31167,4dc586d7670d5ba2,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31198,4dd439ca0d3a56b5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31199,4dd58e8a52a956a3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31233,4debda77239c52d1,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31285,4e1239585457509e,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31416,4e651c3661db5ab1,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
31460,4e8a9d7f6d115bba,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31516,4eabc7679b2a5f36,True,0.5,1.0,0.5311824182666475,0.0,1.0,1.0,0.1939963371388848,1,collision_only
31547,4ebf41f6f92f5eb0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31571,4ece654624b452ac,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31616,4ee750bc53395593,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31622,4eeb31fdf0365313,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31662,4f02764ce23c5c1d,True,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1,both
31667,4f074e0b5da056de,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31676,4f0bb01978f55a23,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
31793,4f563ad4668f5991,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
31883,4f89d1d190b55d53,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32009,4fd75fe2db3e5ab9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32024,4fe0cdb07a1f54da,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32123,501cfd09f7575fa2,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
32192,50449d59b5a6561d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32200,5049e4f2dbc45df8,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32335,50a46603c8fd5b7c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
32408,50db3c5d42ed565f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
32568,51508d5508c75978,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
32586,515def5618365ccf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32760,51d65ee3317356d4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
32853,52093e6525cb505a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
32913,522f874373fa5a26,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33090,52a9f84a92495dde,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
33254,53080dc7220b5643,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
33255,530987542eeb541d,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
33473,53978731f2bd557e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33499,53a50aea62755ff8,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33583,53da93b2332857bd,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
33614,53f3c3d251cc5e36,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,drivable_only
33689,542620172c105e24,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33844,54836bb0448c5ebc,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33882,54a3300805b0595e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
33943,54ce7533a0f353f5,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
33985,54e4223242965ca1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
33994,54ea8d64102c5ed4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
34025,54ffa9a0995852f8,True,0.5,1.0,0.4116258950938802,0.0,1.0,1.0,0.1690887281445583,1,collision_only
34068,551876fc613557ac,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
34127,553f68acf611593e,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
34206,556b759b3f2e5f9c,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,drivable_only
34210,556c81f1a5d55b75,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34261,558ca00ea4e75e84,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
34319,55afb16ccde550ce,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,drivable_only
34345,55c5864c96b95eaf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34421,55e8dc166bd55ac0,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
34464,56047ae39c9a5dd7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34565,5640e2b2fc9b5ef3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34634,566e8d71b2da589a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34677,5689b2395a52530f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34697,56959967a8e657a8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
34757,56b87a1b1c105f13,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34844,56f52c65ef4b5d2d,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
34925,572d03729d2954af,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
34929,572dffb3dc3354e3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35008,576177f2e0715644,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35071,578c92e108f25f91,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35123,57b1f0b6a690555d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35182,57d81fda0b70586b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35221,57f63c98dcc05828,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
35360,584d4a4035995bf3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
35467,588b7d6881f753fd,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
35640,58f9a1b6731b5a94,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35695,591bc8b041155fca,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
35697,591c2fd763a154a9,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
35753,593bfb7d8e7452f4,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
35794,595a7e51ca045c77,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,drivable_only
35805,5965be6343815b0d,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
35934,59b5634e7cce55eb,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
36177,5a5038ad98035689,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
36179,5a50eca54e425288,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
36287,5a944287257e59e6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
36318,5aa9202d6137593c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
36397,5ae5ea00a6a85ad1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
36459,5b0f43122ce35c1e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
36563,5b5b2e667d9c58c7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
36803,5bee5a9b7962524a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
36815,5bf5d76a6f3659fa,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
36819,5bf99ee994455106,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
36859,5c1474edf15f5047,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
36870,5c1907615f66546c,True,0.5,1.0,0.4333784589046017,0.0,1.0,1.0,0.173620512271792,1,collision_only
36892,5c297618016a5591,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37016,5c7d3babcfe55271,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
37395,5d64663f086f5773,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
37542,5dbcb652bcaf5dd0,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37598,5debec4c189151ea,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
37617,5dfa313dd3555e80,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
37653,5e0f66b381bc5995,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
37757,5e56d92e0fcf50f3,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
37759,5e57b7d2b8da5912,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37772,5e62e95cd8ca5c97,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37802,5e733a4448d1589e,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37816,5e7f016d3da25c49,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
37844,5e92e34e856b5ece,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
37976,5edae0506bf8503b,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
38025,5ef868adb8fa5db5,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38070,5f1a64512fc55968,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
38306,5fae70a69acf5e74,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
38408,5ff62a13f6ca535d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
38429,60025c2f31295475,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
38435,6004a9437ebd5d7a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38682,60a0e720d8945b20,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38684,60a23ec13f235788,True,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1,collision_only
38688,60a4b4ec02375dfb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38791,60e60cfeb21f5749,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
38798,60ea32619ee253f0,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38819,60f2957ebf0d50fc,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
38860,6115240f05f75dc1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38864,611700ec6fca5795,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38887,6121848b213355cf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
38893,6125f33b65815ba4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
38996,61601ccb7ecb5e6f,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,drivable_only
39134,61abeeb3e6115d12,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
39206,61e094efcf3c5998,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,1,collision_only
39537,6299b0fefcb15a82,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
39620,62ce440179d253fe,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
39630,62d4f0c122955d0a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
39673,62ee03f1364f58e5,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
39711,63001b527e555723,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
39888,637150a551b65335,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
39981,63bb14d234a95690,True,0.5,1.0,0.6520724931013459,0.0,1.0,1.0,0.2191817693961137,1,collision_only
39984,63bcdc286e255ac1,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
39986,63bdc6c19f505c36,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
39987,63be0728fa3f511c,True,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,collision_only
40024,63d6fb210a0152ed,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40148,6427bc24788e5aae,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40180,64374889df385bf5,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
40248,645e30f07a925c4e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40274,6470345c7ea458d4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
40372,64b199375f5850f1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
40415,64cbfd0c07025e40,True,0.5,1.0,0.4947207188776633,0.0,1.0,1.0,0.1864001497661798,1,collision_only
40585,6541d220c1d558f4,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40645,655f33f724385bac,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
40687,657848baf8e0545f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40712,65884243e7d05503,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40777,65b11fb256a45310,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
40961,662ada91335f5a69,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
41466,678fff0875975490,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
41505,67a4df7ce83958cc,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
41540,67b39c5fd8425da8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
41587,67da5328184151a1,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
41682,6813fdf37b965a7d,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,both
41861,687b5aa01f675312,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
41885,688873d961665597,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42082,68f973bdb9145c70,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42115,6910763cb19e5c0d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42140,691d9bfa504d500d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42204,694b7166de1b5b4a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42285,697f57e307905a80,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42522,6a0c22bca02857a4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
42675,6a660a7b891e500a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42769,6aaa5d0120cd5cda,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42776,6aae4427a5815e14,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
42816,6acb54acea165d44,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
42829,6ad70a52e93a5384,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
42842,6ae19da8fdf35722,True,0.5,1.0,0.5072485739010419,0.0,1.0,1.0,0.189010119562717,1,collision_only
42904,6b069c922bf454a3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
43030,6b56e8b5a3b05944,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,drivable_only
43128,6b93cd3d18615c5b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
43282,6bfdc0c9c0ed5f5a,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1,drivable_only
43439,6c5f2254156b555f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
43641,6cd8b425df9d5810,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
43688,6cf60fdfeb5f54f7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
43762,6d2336fde1cf57a0,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,both
43877,6d6b58b6e74152dc,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
43922,6d859180a4ed56bb,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
44201,6e43146f0fdc55b4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44382,6ea858ccee1a5ff4,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
44563,6f1a6d43b0675a36,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
44594,6f2b90a1069b554c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44608,6f3314c7ac03508c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44690,6f68aabff3db5874,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
44725,6f88a4d26e505dfb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44750,6f98b7be697050ed,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44796,6fb965b8dd775d3c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44806,6fbf377ba9595fc4,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
44828,6fce350a31dc5dcc,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
44900,700211add9825c6d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
45014,7041ee4616495d32,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
45017,70424d4c4ee15497,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,drivable_only
45191,70b3a1d04bd05551,True,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1,both
45221,70c98a201b27506f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
45244,70e00dfe8fae5f60,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,collision_only
