,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,rank
2927,3d29e22a03a15391,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2928,3d2adf8b0bb65492,True,1.0,1.0,0.8703645032079588,1.0,1.0,1.0,0.9459852096699829,0
2929,3d2f4a8fb8b55572,True,1.0,1.0,0.7066990302225108,1.0,1.0,1.0,0.8777912625927128,0
2930,3d324bda0cec57ab,True,1.0,1.0,0.9105340939461237,0.0,1.0,1.0,0.5460558724775516,0
2931,3d325eb7d07c587f,True,1.0,1.0,0.6378171768323933,1.0,1.0,1.0,0.8490904903468305,0
2932,3d34ef81b357566e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2933,3d37ed78124057a1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2934,3d400bec249a5f88,True,1.0,1.0,0.8344224859010013,1.0,1.0,1.0,0.9310093691254172,0
2935,3d43337c0e6b5910,True,1.0,1.0,0.916272214113028,1.0,1.0,1.0,0.9651134225470951,0
2936,3d4616d64a4c5f53,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
2937,3d4f0c1ecad55944,True,1.0,1.0,0.651867219105901,1.0,1.0,1.0,0.8549446746274588,0
2938,3d5103c659255a72,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2939,3d523a73f2815ea4,True,1.0,1.0,0.871434255115383,1.0,1.0,1.0,0.9464309396314096,0
2940,3d580ffc3de95e49,True,1.0,1.0,0.8539595759550558,1.0,1.0,1.0,0.9391498233146066,0
2941,3d6703caa0c951a8,True,1.0,1.0,0.8000532519833344,1.0,1.0,1.0,0.916688854993056,0
2942,3d6cbc2a95885eef,True,1.0,1.0,0.7072099484132977,1.0,1.0,1.0,0.8780041451722074,0
2943,3d6f193fad315d97,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
2944,3d726e71b9925965,True,1.0,1.0,0.8566584979855386,1.0,1.0,1.0,0.9402743741606411,0
2945,3d744662757d5ca2,True,1.0,1.0,0.9452718628344486,1.0,1.0,1.0,0.9771966095143535,0
2946,3d776c43acfd5327,True,1.0,1.0,0.8370617037944076,1.0,1.0,1.0,0.9321090432476699,0
2947,3d84e6189fdd51bb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2948,3d86e3fc3499578f,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
2949,3d8c71ff899f50e6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2950,3d8f52b9bae25a90,True,1.0,1.0,0.8149997241471052,1.0,1.0,1.0,0.9229165517279605,0
2951,3daa044b17795a85,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2952,3dc04b54c3515f56,True,1.0,1.0,0.9369113463093878,1.0,1.0,1.0,0.973713060962245,0
2953,3dc6b109b480502f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2954,3dcb4ddd8afe598d,True,1.0,1.0,0.8466098636603955,1.0,1.0,1.0,0.9360874431918313,0
2955,3dcc0fdcb0395855,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2956,3dd0dfc88c6a5de8,True,1.0,1.0,0.7939612054892815,0.0,1.0,1.0,0.497483835620534,0
2957,3dd9fe57e28e5c54,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2958,3de31c78c86c52b7,True,1.0,1.0,0.9421552164269981,1.0,1.0,1.0,0.9758980068445826,0
2959,3debd3d86b5850dd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2960,3dfa374651035868,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2961,3e0511dc69b85b75,True,1.0,1.0,0.9608900401316763,1.0,1.0,1.0,0.9837041833881984,0
2962,3e053f89d1c55a7e,True,1.0,1.0,0.8897717770471922,1.0,1.0,1.0,0.9540715737696633,0
2963,3e09a3c33726545c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
2964,3e09adf2d7055216,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2965,3e0d470196605588,True,1.0,1.0,0.7762317300802263,1.0,1.0,1.0,0.906763220866761,0
2966,3e11d77a9aca5bb7,True,1.0,1.0,0.7935068226934645,1.0,1.0,1.0,0.9139611761222769,0
2967,3e1c321be4295fc7,True,1.0,1.0,0.9748232069377024,1.0,1.0,1.0,0.9895096695573761,0
2968,3e1daba01cbe5973,True,1.0,1.0,0.6762165954264038,1.0,1.0,1.0,0.8650902480943349,0
2969,3e1dd9067b365a42,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2970,3e1e7bc23c515108,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2971,3e2a45dbe6fa50aa,True,1.0,1.0,0.8395961717004126,1.0,1.0,1.0,0.9331650715418386,0
2972,3e41024d080454b5,True,1.0,1.0,0.8188904290748743,1.0,1.0,1.0,0.9245376787811977,0
2973,3e429827093e538d,True,1.0,1.0,0.728189397853488,1.0,1.0,1.0,0.8867455824389534,0
2974,3e42abec9c495419,True,1.0,1.0,0.8433668416531324,1.0,1.0,1.0,0.9347361840221385,0
2975,3e44ba1b6a675c54,True,1.0,1.0,0.7161944620669123,1.0,1.0,1.0,0.8817476925278802,0
2976,3e4c9c9e67545b03,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
2977,3e53e34cb63f5d05,True,1.0,1.0,0.7342714404310484,1.0,1.0,1.0,0.8892797668462702,0
2978,3e543e1eac325854,True,1.0,1.0,0.796543699715453,1.0,1.0,1.0,0.9152265415481055,0
2979,3e5647cd8d1a50c2,True,1.0,1.0,0.7471624612477689,1.0,1.0,1.0,0.8946510255199037,0
2980,3e5b0593a3e75d29,True,1.0,1.0,0.8176737319993324,1.0,1.0,1.0,0.9240307216663884,0
2981,3e5bb75bed1d58ad,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2982,3e634fa2ea715bb1,True,1.0,1.0,0.9569110580163956,1.0,1.0,1.0,0.9820462741734982,0
2983,3e6526b2f7755050,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2984,3e68b96c1d745820,True,1.0,1.0,0.6622507710997927,1.0,1.0,1.0,0.8592711546249135,0
2985,3e7237c8a7815648,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2986,3e730f46f6f055a3,True,1.0,1.0,0.7386009967110411,1.0,1.0,1.0,0.8910837486296005,0
2987,3e77b33549485e34,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988,3e7bec3b1c4359b6,True,1.0,1.0,0.9841933151444655,1.0,1.0,1.0,0.993413881310194,0
2989,3e8b81f8eb205311,True,1.0,1.0,0.7680865585726677,1.0,1.0,1.0,0.9033693994052783,0
2990,3e8c8729205850ab,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991,3e8e85cf14c65da8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992,3e941f8f03c1512d,True,1.0,1.0,0.9512994238150815,1.0,1.0,1.0,0.979708093256284,0
2993,3e96578a903d59d8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2994,3e9b399280e250fc,True,1.0,1.0,0.833519222975638,1.0,1.0,1.0,0.9306330095731825,0
2995,3ea2b59016145c63,True,1.0,1.0,0.9542519282008242,1.0,1.0,1.0,0.9809383034170102,0
2996,3ea43d5abad05188,True,1.0,1.0,0.931763876020118,1.0,1.0,1.0,0.9715682816750492,0
2997,3ea7ba225643556d,True,1.0,1.0,0.6490984310752153,1.0,1.0,1.0,0.8537910129480064,0
2998,3eaee893ba995c48,True,1.0,1.0,0.9969793763547363,1.0,1.0,1.0,0.9987414068144735,0
2999,3eaf6c916382509b,True,1.0,1.0,0.9753200397524686,1.0,1.0,1.0,0.9897166832301952,0
3000,3eb063189dd15649,True,1.0,1.0,0.7912468561970623,1.0,1.0,1.0,0.9130195234154427,0
3001,3ebe88aecd0c5d20,True,1.0,1.0,0.7724107398904981,1.0,1.0,1.0,0.9051711416210408,0
3002,3ec3d2ab34f756e6,True,1.0,1.0,0.7319762866138411,1.0,1.0,1.0,0.8883234527557672,0
3003,3ec484ccad125e99,True,1.0,1.0,0.9816603458819277,1.0,1.0,1.0,0.9923584774508032,0
3004,3ec88bf115c95f69,True,1.0,1.0,0.9121621757355474,0.0,1.0,1.0,0.5467342398898114,0
3005,3ece2b5bbf095290,True,1.0,1.0,0.9250906841673574,1.0,1.0,1.0,0.9687877850697323,0
3006,3eef6c6972dd538f,True,1.0,1.0,0.9000797134552091,1.0,1.0,1.0,0.9583665472730037,0
3007,3ef16d00a16b5c94,True,1.0,1.0,0.9125733074961737,1.0,1.0,1.0,0.963572211456739,0
3008,3ef30aa787de56fa,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3009,3ef7a107ecc75162,True,1.0,1.0,0.8613343669519075,1.0,1.0,1.0,0.9422226528966281,0
3010,3efebf87894a552e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3011,3f03e086a6d6571d,True,1.0,1.0,0.7608899891870567,1.0,1.0,1.0,0.9003708288279403,0
3012,3f0c448b71005686,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
3013,3f1152860b695e59,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3014,3f11ac11755857c2,True,1.0,1.0,0.9706256129137419,1.0,1.0,1.0,0.9877606720473925,0
3015,3f11b8c2347f5714,True,1.0,1.0,0.9056147804712118,1.0,1.0,1.0,0.9606728251963382,0
3016,3f1682073dd950a3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3017,3f188244418552d9,True,1.0,1.0,0.8181726782954591,1.0,1.0,1.0,0.9242386159564413,0
3018,3f19f97d980754f7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3019,3f265d778b65596b,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3020,3f269e7b5ced51fa,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3021,3f2a3e63c3045c95,True,1.0,1.0,0.7402876081106405,1.0,1.0,1.0,0.8917865033794335,0
3022,3f2cec87b5ad5d96,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3023,3f31d5d096f957c9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
3024,3f38262eb4d55376,True,1.0,1.0,0.8226435317510953,1.0,1.0,1.0,0.9261014715629564,0
3025,3f3d9b32f2fa53ef,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3026,3f4013b6af2d5850,True,1.0,1.0,0.8334015816369393,1.0,1.0,1.0,0.9305839923487248,0
3027,3f4cedf4897a568e,True,1.0,1.0,0.8775508257904521,1.0,1.0,1.0,0.9489795107460216,0
3028,3f54d4297dc459c3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3029,3f56f99e2cf15355,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3030,3f5c9cc5b40a5ff5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3031,3f5d3b68c1a156ed,True,1.0,1.0,0.8638777812298434,1.0,1.0,1.0,0.9432824088457682,0
3032,3f64ff364b585a3b,True,1.0,1.0,0.806775574920182,1.0,1.0,0.5,0.9194898228834093,0
3033,3f655357375b5f03,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3034,3f664a7d5f5e5bba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3035,3f67051b121a5e43,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3036,3f6732f66f695405,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3037,3f6b582803bd58e8,True,1.0,1.0,0.8777662849461682,1.0,1.0,1.0,0.9490692853942367,0
3038,3f80c1a045a056e4,True,1.0,1.0,0.8575898746989671,1.0,1.0,1.0,0.9406624477912363,0
3039,3f82940c5aae5ab1,True,1.0,1.0,0.867564137757597,1.0,1.0,1.0,0.9448183907323321,0
3040,3f85ed22ffdf5683,True,1.0,1.0,0.8346736812653988,1.0,1.0,1.0,0.9311140338605828,0
3041,3f87b5859c3c525a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3042,3fa1e0c2313358ba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3043,3fa4c6924d3c55ab,True,1.0,1.0,0.7841606989209993,1.0,1.0,1.0,0.9100669578837497,0
3044,3fa9c77540225eae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3045,3fac271cd0795af0,True,1.0,1.0,0.7284681470948083,1.0,1.0,1.0,0.8868617279561701,0
3046,3fb1b622b5e155cc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3047,3fb200a0fddb5c8e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3048,3fb360a01b775e07,True,1.0,1.0,0.8914521755135626,1.0,1.0,1.0,0.9547717397973177,0
3049,3fbc15dbb18756ba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3050,3fca9a087e505470,True,1.0,1.0,0.8978948328623949,1.0,1.0,1.0,0.9574561803593312,0
3051,3fd20b372fd15206,True,1.0,1.0,0.9485943248848633,1.0,1.0,1.0,0.9785809687020265,0
3052,3fd7c487c29f53bc,True,1.0,1.0,0.7654162345337948,1.0,1.0,1.0,0.9022567643890812,0
3053,3fdefe546f3159fd,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0
3054,3fe4d3672285579c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3055,3fe8df1737825eb3,True,1.0,1.0,0.9168134002636029,1.0,1.0,1.0,0.9653389167765013,0
3056,3febbde773f15b51,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3057,3ff436e401ed5828,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3058,3ff5c9a5bd155bb2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3059,3ffbf8596e7655ec,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3060,3ffea9df17af502b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3061,4007544abfa3548f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3062,400a99ae89275e4d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3063,4014296da6f75079,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3064,4020785f2bf55d0b,True,1.0,1.0,0.8477674449094832,1.0,1.0,1.0,0.9365697687122846,0
3065,4023c5e9f11e5056,True,1.0,1.0,0.965524630800286,1.0,1.0,1.0,0.9856352628334525,0
3066,4023fa59fcfd5671,True,1.0,1.0,0.8256728646369897,1.0,1.0,1.0,0.9273636935987457,0
3067,4024c1a4953e57a7,True,1.0,1.0,0.934441222882806,1.0,1.0,1.0,0.9726838428678358,0
3068,40280e58e4d45fde,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3069,402b6ac9448a58d7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3070,402c9312982a5488,True,1.0,1.0,0.7551150537445906,1.0,1.0,1.0,0.8979646057269127,0
3071,402ec186b8ea545e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3072,402f952c89ae550c,True,1.0,1.0,0.8239883344517984,1.0,1.0,1.0,0.9266618060215827,0
3073,40348970451a52e3,True,1.0,1.0,0.9546470618759195,1.0,1.0,1.0,0.9811029424482998,0
3074,404a7bf372cb5eac,True,1.0,1.0,0.6943413606068599,1.0,1.0,1.0,0.8726422335861916,0
3075,40508dfbe0f35d8e,True,1.0,1.0,0.8460810284250224,1.0,1.0,1.0,0.9358670951770925,0
3076,4064f2ec7a2f56ef,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3077,406564d5dc7358f6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3078,40660dbe143d52c1,True,1.0,1.0,0.9219597213352848,1.0,1.0,1.0,0.9674832172230353,0
3079,40688677dc5e5d16,True,1.0,1.0,0.8457170988900135,1.0,1.0,1.0,0.935715457870839,0
3080,406d4391f1205862,True,1.0,1.0,0.8260350727908525,1.0,1.0,1.0,0.9275146136628551,0
3081,406f8b299de35ce2,True,1.0,1.0,0.6904189837105674,1.0,1.0,0.5,0.8710079098794031,0
3082,40726c708b17504a,True,1.0,1.0,0.8373209590111268,1.0,1.0,1.0,0.9322170662546361,0
3083,407b876e623a5c51,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3084,407bc420086a58f6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3085,407c0f671669566d,True,1.0,1.0,0.6148466723478536,1.0,1.0,1.0,0.8395194468116056,0
3086,407ff7eab601527c,True,1.0,1.0,0.9458562117849063,1.0,1.0,1.0,0.977440088243711,0
3087,4080e46653b05c94,True,1.0,1.0,0.5876227396136359,1.0,1.0,1.0,0.8281761415056815,0
3088,40843dcbac9d5c2e,True,1.0,1.0,0.911778293009495,1.0,1.0,1.0,0.9632409554206229,0
3089,40884b7d89be5e0b,True,1.0,1.0,0.89041890132827,1.0,1.0,1.0,0.9543412088867792,0
3090,409711b03072566a,True,1.0,1.0,0.787586236131141,1.0,1.0,1.0,0.911494265054642,0
3091,409ed084cde5554b,True,1.0,1.0,0.803897594844774,1.0,1.0,1.0,0.9182906645186558,0
3092,40a69dc4d1f854a8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3093,40bdfb00872f5bc4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3094,40c06c252a275c50,True,1.0,1.0,0.7035981600641517,1.0,1.0,1.0,0.8764992333600632,0
3095,40c083a3c4ff5b45,True,1.0,1.0,0.7861460737515306,1.0,1.0,1.0,0.910894197396471,0
3096,40c362dd278b5280,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3097,40c5ce24f85a5540,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3098,40c9fc73f7275730,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3099,40ce7057faae541e,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3100,40d24af6505f50c9,True,1.0,1.0,0.8612513503857304,1.0,1.0,1.0,0.942188062660721,0
3101,40d32b824b705cbc,True,1.0,1.0,0.6909834740601071,1.0,1.0,1.0,0.8712431141917113,0
3102,40d43586b1195366,True,1.0,1.0,0.9007853920471295,1.0,1.0,1.0,0.9586605800196373,0
3103,40d51aff75a85ab9,True,1.0,1.0,0.9628229122140344,1.0,1.0,1.0,0.9845095467558477,0
3104,40dcc0a979075ffd,True,1.0,1.0,0.6040814757988888,1.0,1.0,1.0,0.8350339482495371,0
3105,40df19739f215995,True,1.0,1.0,0.7706759535375283,1.0,1.0,1.0,0.9044483139739702,0
3106,40e774c643fc5689,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3107,40e9f6044a485b14,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
3108,40ee16c17fc05cfb,True,1.0,1.0,0.7823560815091408,1.0,1.0,1.0,0.909315033962142,0
3109,40ef82b4d5735701,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3110,40f09c66198258e6,True,1.0,1.0,0.9254869349222248,1.0,1.0,1.0,0.968952889550927,0
3111,40f6df731aed5f6f,True,1.0,1.0,0.9646395958008286,1.0,1.0,1.0,0.9852664982503452,0
3112,40ffdefe6d2f541a,True,1.0,1.0,0.8674147068534497,1.0,1.0,1.0,0.9447561278556039,0
3113,410171a43ce453c2,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
3114,4102a6399acf528b,True,1.0,1.0,0.754745978518374,1.0,1.0,1.0,0.8978108243826558,0
3115,4104c86ea5425c40,True,1.0,1.0,0.8953432508777638,0.0,1.0,1.0,0.5397263545324016,0
3116,4104fd0bb7845b56,True,1.0,1.0,0.8516078990212598,1.0,1.0,1.0,0.9381699579255249,0
3117,4109b79d84ea5053,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3118,411af42484ea5bb5,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3119,411ce5449bda5b1d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3120,4126aeb4289c593c,True,1.0,1.0,0.7930680548421306,1.0,1.0,1.0,0.9137783561842211,0
3121,4127ff2cfd615955,True,1.0,1.0,0.9048361724055665,1.0,1.0,1.0,0.9603484051689861,0
3122,412e722526585e4a,True,1.0,1.0,0.8252638854639921,1.0,1.0,1.0,0.9271932856099966,0
3123,4131dd1f0fd5571b,True,1.0,1.0,0.8677272982131622,1.0,1.0,1.0,0.9448863742554843,0
3124,4143d1c692f95b56,True,1.0,1.0,0.7797649675012469,1.0,1.0,1.0,0.9082354031255195,0
3125,4145cfd5d9b659fa,True,1.0,1.0,0.8674403587919038,1.0,1.0,1.0,0.9447668161632933,0
3126,41470fb14dab5d99,True,1.0,1.0,0.7563235143033797,1.0,1.0,1.0,0.8984681309597415,0
3127,4154c963fb4f578d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3128,4158d702c66351d4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3129,41598eaa4cef5f77,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3130,415b05ca44da5fbb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3131,4161016e65df5b37,True,1.0,1.0,0.9093146462780608,1.0,1.0,1.0,0.9622144359491921,0
3132,4167ff5049555a2f,True,1.0,1.0,0.8821688077273816,1.0,1.0,1.0,0.950903669886409,0
3133,4175cdc49ec759f5,True,1.0,1.0,0.9201592805607972,1.0,1.0,1.0,0.9667330335669989,0
3134,41785a426b555ab9,True,1.0,1.0,0.9269460575214007,1.0,1.0,1.0,0.9695608573005835,0
3135,41890b20b92953b4,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3136,41892d06df125856,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3137,418c618fc266506b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3138,418eb2a0ba415e93,True,1.0,1.0,0.9563393714941194,1.0,1.0,1.0,0.981808071455883,0
3139,418f3b3a155f5655,True,1.0,1.0,0.7937549837008203,1.0,1.0,1.0,0.9140645765420085,0
3140,4196ab00e95e532d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3141,419ff14e34c45d7f,True,1.0,1.0,0.9784131782186297,1.0,1.0,1.0,0.991005490924429,0
3142,41b4a4440a3e59fc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3143,41bddf65c8155bd5,True,1.0,1.0,0.7529124561321088,1.0,1.0,1.0,0.8970468567217119,0
3144,41bf372d03d95267,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3145,41c18772e7ac5696,True,1.0,1.0,0.6951007097108259,1.0,1.0,1.0,0.8729586290461775,0
3146,41c548e7d8aa5f1a,True,1.0,1.0,0.7186206127681736,1.0,1.0,1.0,0.8827585886534056,0
3147,41c7edfd989451cf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3148,41cf41279f5459f6,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
3149,41d49aa70484596d,True,1.0,1.0,0.6868549776341063,1.0,1.0,1.0,0.8695229073475442,0
3150,41d7b533797c5209,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3151,41d8a2d6fa6853c5,True,1.0,1.0,0.8560142088153831,1.0,1.0,1.0,0.940005920339743,0
3152,41da8ea7c14754d2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3153,41f275bfd30e514a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3154,41f3712a30b956e6,True,1.0,1.0,0.9290257912340958,1.0,1.0,1.0,0.9704274130142067,0
3155,41f86f5fb97d505c,True,1.0,1.0,0.8073204649592715,1.0,1.0,1.0,0.9197168603996965,0
3156,42007c7edb945956,True,1.0,1.0,0.8631584536681931,1.0,1.0,1.0,0.9429826890284138,0
3157,4201a91014c852a8,True,1.0,1.0,0.9622843348239241,1.0,1.0,1.0,0.9842851395099683,0
3158,42032a0cedd95dc9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3159,4203da2e7a8b518d,True,1.0,1.0,0.9890547606458642,1.0,1.0,1.0,0.9954394836024433,0
3160,42052560d5925f35,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3161,420d59a27cb053ae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3162,4211afd0df14524c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3163,42160b555f2a5aa0,True,1.0,1.0,0.7270043969307711,1.0,1.0,1.0,0.886251832054488,0
3164,422a764bf2dc593c,True,1.0,1.0,0.8497336571497647,1.0,1.0,1.0,0.937389023812402,0
3165,4231dc0eadd75a2d,True,1.0,1.0,0.6444725278656551,1.0,1.0,1.0,0.8518635532773563,0
3166,424cdafd92f25209,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3167,424e3df76d475635,True,1.0,1.0,0.8691514378963233,1.0,1.0,1.0,0.9454797657901347,0
3168,42545a072b1a5820,True,1.0,1.0,0.8546916106193102,1.0,1.0,1.0,0.939454837758046,0
3169,42559fd839fa54b2,True,1.0,1.0,0.8700516810792106,1.0,1.0,1.0,0.9458548671163377,0
3170,4256146a0b765876,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3171,4257350828cf5e87,True,1.0,1.0,0.9332784476245609,1.0,1.0,1.0,0.9721993531769003,0
3172,42629decf8ad5328,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3173,42643a30b402538f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3174,426cc213a80352f9,True,1.0,1.0,0.8398482697611952,1.0,1.0,1.0,0.9332701124004981,0
3175,427ee2e0d1c05699,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
3176,4280b7024092550c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3177,428532e023bc5783,True,1.0,1.0,0.8919620560045227,1.0,1.0,0.0,0.9549841900018845,0
3178,4291f388556f5837,True,1.0,1.0,0.8876107076353645,1.0,1.0,1.0,0.9531711281814018,0
3179,4291f43bae455b98,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3180,4299796c2c845718,True,1.0,1.0,0.7846248555156815,1.0,1.0,1.0,0.9102603564648674,0
3181,429cd9dc9d2154a4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3182,42a04da3bc0351e1,True,1.0,1.0,0.7357096807798718,1.0,1.0,1.0,0.8898790336582799,0
3183,42a20478abeb54d5,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0
3184,42b065f7e76d50ed,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3185,42b4245406ee5ab8,True,1.0,1.0,0.9478875592608049,1.0,1.0,1.0,0.9782864830253354,0
3186,42ba77cc2fb05229,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3187,42c1346e9b585c5b,True,1.0,1.0,0.8133884969852582,1.0,1.0,1.0,0.9222452070771908,0
3188,42c7526fc6845005,True,1.0,1.0,0.8814277857028379,1.0,1.0,1.0,0.9505949107095159,0
3189,42c8571d47305166,True,1.0,1.0,0.9322360047784547,1.0,1.0,1.0,0.9717650019910229,0
3190,42d1bc19fbc35965,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3191,42d2414f92c651bf,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
3192,42dc421e37c154e5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3193,42e65d558a9c5813,True,1.0,1.0,0.8519894196732402,1.0,1.0,1.0,0.9383289248638501,0
